path	module	domain	type	size_bytes	purpose	search_keys
cmd/mcp-lsp/protocol/ext.go	cmd	platform-provider	go-source	8835	代码智能/LSP MCP peer	cmd,mcp,lsp,protocol,ext,代码智能,LSP,MCP,peer
cmd/mcp-lsp/protocol/methods.go	cmd	platform-provider	go-source	1661	代码智能/LSP MCP peer	cmd,mcp,lsp,protocol,methods,代码智能,LSP,MCP,peer
cmd/mcp-lsp/protocol/notification.go	cmd	platform-provider	go-source	2016	代码智能/LSP MCP peer	cmd,mcp,lsp,protocol,notification,代码智能,LSP,MCP,peer
cmd/mcp-lsp/protocol/types.go	cmd	platform-provider	go-source	11376	代码智能/LSP MCP peer	cmd,mcp,lsp,protocol,types,代码智能,LSP,MCP,peer
cmd/mcp-lsp/runtime_test.go	cmd	platform-provider	go-test	17456	代码智能/LSP MCP peer	cmd,mcp,lsp,runtime,test,代码智能,LSP,MCP,peer
cmd/mcp-lsp/runtime.go	cmd	platform-provider	go-source	20846	代码智能/LSP MCP peer	cmd,mcp,lsp,runtime,代码智能,LSP,MCP,peer
cmd/mcp-lsp/schema_test.go	cmd	platform-provider	go-test	2659	代码智能/LSP MCP peer	cmd,mcp,lsp,schema,test,代码智能,LSP,MCP,peer
cmd/mcp-lsp/schema.go	cmd	platform-provider	go-source	7578	代码智能/LSP MCP peer	cmd,mcp,lsp,schema,代码智能,LSP,MCP,peer
cmd/mcp-lsp/search/fileutil_roots_test.go	cmd	platform-provider	go-test	2732	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,fileutil,roots,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/fileutil_test.go	cmd	platform-provider	go-test	1315	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,fileutil,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/fileutil.go	cmd	platform-provider	go-source	14851	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,fileutil,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/language_inference_test.go	cmd	platform-provider	go-test	2403	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,language,inference,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/process.go	cmd	platform-provider	go-source	281	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,process,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/searchutil_cap_test.go	cmd	platform-provider	go-test	2544	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,searchutil,cap,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/searchutil_cap.go	cmd	platform-provider	go-source	553	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,searchutil,cap,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/searchutil_test.go	cmd	platform-provider	go-test	22603	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,searchutil,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/searchutil.go	cmd	platform-provider	go-source	20146	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,searchutil,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/search/windows_hidden_process_guard_test.go	cmd	platform-provider	go-test	1057	文件搜索与 grep 搜索工具实现	cmd,mcp,lsp,search,windows,hidden,process,guard,test,文件搜索与,grep,搜索工具实现
cmd/mcp-lsp/sidecar_runtime_inheritance_test.go	cmd	platform-provider	go-test	2182	代码智能/LSP MCP peer	cmd,mcp,lsp,sidecar,runtime,inheritance,test,代码智能,LSP,MCP,peer
